country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",11-04-2026 13:00,23.041137,72.456691,PM2.5,68.0,297.0,149.0
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",11-04-2026 13:00,23.041137,72.456691,CO,8.0,32.0,11.0
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",11-04-2026 13:00,23.023389,72.515201,NH3,1.0,18.0,7.0
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",11-04-2026 13:00,21.613267,73.010555,NH3,0.0,0.0,0.0
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",11-04-2026 13:00,28.611281,77.237738,SO2,10.0,24.0,17.0
India,Delhi,Delhi,"Mundka, Delhi - DPCC",11-04-2026 13:00,28.684678,77.076574,PM2.5,15.0,333.0,112.0
India,Delhi,Delhi,"Mundka, Delhi - DPCC",11-04-2026 13:00,28.684678,77.076574,NO2,42.0,92.0,74.0
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",11-04-2026 13:00,28.60909,77.0325413,NO2,76.0,108.0,93.0
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",11-04-2026 13:00,28.60909,77.0325413,OZONE,51.0,131.0,91.0
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",11-04-2026 13:00,28.674045,77.131023,NO2,17.0,44.0,28.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",11-04-2026 13:00,28.639652,77.146275,PM10,117.0,263.0,160.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",11-04-2026 13:00,28.639652,77.146275,NH3,9.0,22.0,15.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",11-04-2026 13:00,28.639652,77.146275,CO,38.0,106.0,72.0
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",11-04-2026 13:00,28.563262,77.186937,PM2.5,23.0,203.0,64.0
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",11-04-2026 13:00,28.594004,76.909423,NH3,1.0,3.0,2.0
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",11-04-2026 13:00,28.594004,76.909423,CO,16.0,42.0,29.0
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",11-04-2026 13:00,28.570173,76.933762,CO,8.0,107.0,24.0
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA",11-04-2026 13:00,28.57834,77.184,PM2.5,35.0,81.0,56.0
